Enlem;Boylam;Z_Anomali(m)
41.04060545;29.67733902;"=""44.61"""
41.04060545;29.67769641;"=""42.08"""
41.04060545;29.67805379;"=""39.59"""
41.04060545;29.67841118;"=""37.44"""
41.04060545;29.67876856;"=""35.83"""
41.04060545;29.67912595;"=""34.78"""
41.04060545;29.67948333;"=""34.27"""
41.04033596;29.65410896;"=""-12.07"""
41.04033596;29.65446634;"=""-11.71"""
41.04033596;29.65482373;"=""-11.12"""
41.04033596;29.65518111;"=""-10.50"""
41.04033596;29.65553850;"=""-10.02"""
41.04033596;29.65589588;"=""-9.71"""
41.04033596;29.65625327;"=""-9.50"""
41.04033596;29.65661066;"=""-9.21"""
41.04033596;29.65696804;"=""-8.71"""
41.04033596;29.65732543;"=""-7.92"""
41.04033596;29.65768281;"=""-6.97"""
41.04033596;29.65804020;"=""-6.01"""
41.04033596;29.65839758;"=""-5.22"""
41.04033596;29.65875497;"=""-4.64"""
41.04033596;29.65911235;"=""-4.23"""
41.04033596;29.65946974;"=""-3.86"""
41.04033596;29.65982713;"=""-3.36"""
41.04033596;29.66018451;"=""-2.63"""
41.04033596;29.66054190;"=""-1.63"""
41.04033596;29.66089928;"=""-0.48"""
41.04033596;29.66125667;"=""0.72"""
41.04033596;29.66161405;"=""1.94"""
41.04033596;29.66197144;"=""3.29"""
41.04033596;29.66232882;"=""4.95"""
41.04033596;29.66268621;"=""6.98"""
41.04033596;29.66304360;"=""9.33"""
41.04033596;29.66340098;"=""11.86"""
41.04033596;29.66375837;"=""14.42"""
41.04033596;29.66411575;"=""17.00"""
41.04033596;29.66447314;"=""19.69"""
41.04033596;29.66483052;"=""22.60"""
41.04033596;29.66518791;"=""25.72"""
41.04033596;29.66554530;"=""28.85"""
41.04033596;29.66590268;"=""31.62"""
41.04033596;29.66626007;"=""33.57"""
41.04033596;29.66661745;"=""34.37"""
41.04033596;29.66697484;"=""33.94"""
41.04033596;29.66733222;"=""32.52"""
41.04033596;29.66768961;"=""30.55"""
41.04033596;29.66804699;"=""28.63"""
41.04033596;29.66840438;"=""27.27"""
41.04033596;29.66876177;"=""26.81"""
41.04033596;29.66911915;"=""27.30"""
41.04033596;29.66947654;"=""28.59"""
41.04033596;29.66983392;"=""30.39"""
41.04033596;29.67019131;"=""32.44"""
41.04033596;29.67054869;"=""34.52"""
41.04033596;29.67090608;"=""36.46"""
41.04033596;29.67126346;"=""38.15"""
41.04033596;29.67162085;"=""39.51"""
41.04033596;29.67197824;"=""40.53"""
41.04033596;29.67233562;"=""41.26"""
41.04033596;29.67269301;"=""41.76"""
41.04033596;29.67305039;"=""42.14"""
41.04033596;29.67340778;"=""42.60"""
41.04033596;29.67376516;"=""43.31"""
41.04033596;29.67412255;"=""44.34"""
41.04033596;29.67447993;"=""45.58"""
41.04033596;29.67483732;"=""46.76"""
41.04033596;29.67519471;"=""47.56"""
41.04033596;29.67555209;"=""47.74"""
41.04033596;29.67590948;"=""47.25"""
41.04033596;29.67626686;"=""46.15"""
41.04033596;29.67662425;"=""44.55"""
41.04033596;29.67698163;"=""42.51"""
41.04033596;29.67733902;"=""40.14"""
41.04033596;29.67769641;"=""37.63"""
41.04033596;29.67805379;"=""35.24"""
41.04033596;29.67841118;"=""33.20"""
41.04033596;29.67876856;"=""31.64"""
41.04033596;29.67912595;"=""30.59"""
41.04033596;29.67948333;"=""30.06"""
41.04006647;29.65410896;"=""-10.55"""
41.04006647;29.65446634;"=""-10.14"""
41.04006647;29.65482373;"=""-9.47"""
41.04006647;29.65518111;"=""-8.74"""
41.04006647;29.65553850;"=""-8.15"""
41.04006647;29.65589588;"=""-7.79"""
41.04006647;29.65625327;"=""-7.59"""
41.04006647;29.65661066;"=""-7.37"""
41.04006647;29.65696804;"=""-6.94"""
41.04006647;29.65732543;"=""-6.22"""
41.04006647;29.65768281;"=""-5.29"""
41.04006647;29.65804020;"=""-4.36"""
41.04006647;29.65839758;"=""-3.60"""
41.04006647;29.65875497;"=""-3.10"""
41.04006647;29.65911235;"=""-2.81"""
41.04006647;29.65946974;"=""-2.59"""
41.04006647;29.65982713;"=""-2.26"""
41.04006647;29.66018451;"=""-1.70"""
41.04006647;29.66054190;"=""-0.92"""
41.04006647;29.66089928;"=""-0.00"""
41.04006647;29.66125667;"=""0.93"""
41.04006647;29.66161405;"=""1.88"""
41.04006647;29.66197144;"=""2.97"""
41.04006647;29.66232882;"=""4.37"""
41.04006647;29.66268621;"=""6.17"""
41.04006647;29.66304360;"=""8.32"""
41.04006647;29.66340098;"=""10.68"""
41.04006647;29.66375837;"=""13.13"""
41.04006647;29.66411575;"=""15.67"""
41.04006647;29.66447314;"=""18.37"""
41.04006647;29.66483052;"=""21.30"""
41.04006647;29.66518791;"=""24.41"""
41.04006647;29.66554530;"=""27.51"""
41.04006647;29.66590268;"=""30.25"""
41.04006647;29.66626007;"=""32.24"""
41.04006647;29.66661745;"=""33.23"""
41.04006647;29.66697484;"=""33.16"""
41.04006647;29.66733222;"=""32.28"""
41.04006647;29.66768961;"=""30.98"""
41.04006647;29.66804699;"=""29.78"""
41.04006647;29.66840438;"=""29.12"""
41.04006647;29.66876177;"=""29.27"""
41.04006647;29.66911915;"=""30.25"""
41.04006647;29.66947654;"=""31.89"""
41.04006647;29.66983392;"=""33.92"""
41.04006647;29.67019131;"=""36.09"""
41.04006647;29.67054869;"=""38.19"""
41.04006647;29.67090608;"=""40.08"""
41.04006647;29.67126346;"=""41.62"""
41.04006647;29.67162085;"=""42.76"""
41.04006647;29.67197824;"=""43.49"""
41.04006647;29.67233562;"=""43.85"""
41.04006647;29.67269301;"=""43.90"""
41.04006647;29.67305039;"=""43.77"""
41.04006647;29.67340778;"=""43.62"""
41.04006647;29.67376516;"=""43.66"""
41.04006647;29.67412255;"=""43.95"""
41.04006647;29.67447993;"=""44.41"""
41.04006647;29.67483732;"=""44.79"""
41.04006647;29.67519471;"=""44.77"""
41.04006647;29.67555209;"=""44.17"""
41.04006647;29.67590948;"=""42.97"""
41.04006647;29.67626686;"=""41.30"""
41.04006647;29.67662425;"=""39.30"""
41.04006647;29.67698163;"=""37.07"""
41.04006647;29.67733902;"=""34.69"""
41.04006647;29.67769641;"=""32.30"""
41.04006647;29.67805379;"=""30.08"""
41.04006647;29.67841118;"=""28.19"""
41.04006647;29.67876856;"=""26.71"""
41.04006647;29.67912595;"=""25.69"""
41.04006647;29.67948333;"=""25.16"""
41.03979697;29.65410896;"=""-8.71"""
41.03979697;29.65446634;"=""-8.27"""
41.03979697;29.65482373;"=""-7.52"""
41.03979697;29.65518111;"=""-6.71"""
41.03979697;29.65553850;"=""-6.03"""
41.03979697;29.65589588;"=""-5.60"""
41.03979697;29.65625327;"=""-5.38"""
41.03979697;29.65661066;"=""-5.17"""
41.03979697;29.65696804;"=""-4.77"""
41.03979697;29.65732543;"=""-4.08"""
41.03979697;29.65768281;"=""-3.16"""
41.03979697;29.65804020;"=""-2.23"""
41.03979697;29.65839758;"=""-1.50"""
41.03979697;29.65875497;"=""-1.07"""
41.03979697;29.65911235;"=""-0.91"""
41.03979697;29.65946974;"=""-0.86"""
41.03979697;29.65982713;"=""-0.73"""
41.03979697;29.66018451;"=""-0.38"""
41.03979697;29.66054190;"=""0.20"""
41.03979697;29.66089928;"=""0.92"""
41.03979697;29.66125667;"=""1.66"""
41.03979697;29.66161405;"=""2.40"""
41.03979697;29.66197144;"=""3.27"""
41.03979697;29.66232882;"=""4.39"""
41.03979697;29.66268621;"=""5.88"""
41.03979697;29.66304360;"=""7.70"""
41.03979697;29.66340098;"=""9.77"""
41.03979697;29.66375837;"=""12.03"""
41.03979697;29.66411575;"=""14.48"""
41.03979697;29.66447314;"=""17.13"""
41.03979697;29.66483052;"=""20.00"""
41.03979697;29.66518791;"=""23.00"""
41.03979697;29.66554530;"=""25.96"""
41.03979697;29.66590268;"=""28.57"""
41.03979697;29.66626007;"=""30.57"""
41.03979697;29.66661745;"=""31.77"""
41.03979697;29.66697484;"=""32.18"""
41.03979697;29.66733222;"=""31.99"""
41.03979697;29.66768961;"=""31.51"""
41.03979697;29.66804699;"=""31.14"""
41.03979697;29.66840438;"=""31.21"""
41.03979697;29.66876177;"=""31.92"""
41.03979697;29.66911915;"=""33.27"""
41.03979697;29.66947654;"=""35.10"""
41.03979697;29.66983392;"=""37.17"""
41.03979697;29.67019131;"=""39.23"""
41.03979697;29.67054869;"=""41.10"""
41.03979697;29.67090608;"=""42.66"""
41.03979697;29.67126346;"=""43.82"""
41.03979697;29.67162085;"=""44.55"""
41.03979697;29.67197824;"=""44.86"""
41.03979697;29.67233562;"=""44.77"""
41.03979697;29.67269301;"=""44.33"""
41.03979697;29.67305039;"=""43.66"""
41.03979697;29.67340778;"=""42.94"""
41.03979697;29.67376516;"=""42.33"""
41.03979697;29.67412255;"=""41.93"""
41.03979697;29.67447993;"=""41.67"""
41.03979697;29.67483732;"=""41.31"""
41.03979697;29.67519471;"=""40.60"""
41.03979697;29.67555209;"=""39.38"""
41.03979697;29.67590948;"=""37.68"""
41.03979697;29.67626686;"=""35.67"""
41.03979697;29.67662425;"=""33.51"""
41.03979697;29.67698163;"=""31.28"""
41.03979697;29.67733902;"=""29.03"""
41.03979697;29.67769641;"=""26.85"""
41.03979697;29.67805379;"=""24.88"""
41.03979697;29.67841118;"=""23.20"""
41.03979697;29.67876856;"=""21.88"""
41.03979697;29.67912595;"=""20.96"""
41.03979697;29.67948333;"=""20.47"""
41.03952748;29.65410896;"=""-6.34"""
41.03952748;29.65446634;"=""-5.89"""
41.03952748;29.65482373;"=""-5.12"""
41.03952748;29.65518111;"=""-4.26"""
41.03952748;29.65553850;"=""-3.53"""
41.03952748;29.65589588;"=""-3.05"""
41.03952748;29.65625327;"=""-2.78"""
41.03952748;29.65661066;"=""-2.53"""
41.03952748;29.65696804;"=""-2.10"""
41.03952748;29.65732543;"=""-1.39"""
41.03952748;29.65768281;"=""-0.47"""
41.03952748;29.65804020;"=""0.45"""
41.03952748;29.65839758;"=""1.13"""
41.03952748;29.65875497;"=""1.44"""
41.03952748;29.65911235;"=""1.44"""
41.03952748;29.65946974;"=""1.30"""
41.03952748;29.65982713;"=""1.21"""
41.03952748;29.66018451;"=""1.35"""
41.03952748;29.66054190;"=""1.74"""
41.03952748;29.66089928;"=""2.32"""
41.03952748;29.66125667;"=""2.95"""
41.03952748;29.66161405;"=""3.59"""
41.03952748;29.66197144;"=""4.29"""
41.03952748;29.66232882;"=""5.15"""
41.03952748;29.66268621;"=""6.26"""
41.03952748;29.66304360;"=""7.68"""
41.03952748;29.66340098;"=""9.39"""
41.03952748;29.66375837;"=""11.39"""
41.03952748;29.66411575;"=""13.66"""
41.03952748;29.66447314;"=""16.19"""
41.03952748;29.66483052;"=""18.90"""
41.03952748;29.66518791;"=""21.70"""
41.03952748;29.66554530;"=""24.41"""
41.03952748;29.66590268;"=""26.83"""
41.03952748;29.66626007;"=""28.80"""
41.03952748;29.66661745;"=""30.23"""
41.03952748;29.66697484;"=""31.17"""
41.03952748;29.66733222;"=""31.76"""
41.03952748;29.66768961;"=""32.20"""
41.03952748;29.66804699;"=""32.71"""
41.03952748;29.66840438;"=""33.50"""
41.03952748;29.66876177;"=""34.68"""
41.03952748;29.66911915;"=""36.25"""
41.03952748;29.66947654;"=""38.06"""
41.03952748;29.66983392;"=""39.91"""
41.03952748;29.67019131;"=""41.59"""
41.03952748;29.67054869;"=""42.95"""
41.03952748;29.67090608;"=""43.92"""
41.03952748;29.67126346;"=""44.50"""
41.03952748;29.67162085;"=""44.70"""
41.03952748;29.67197824;"=""44.53"""
41.03952748;29.67233562;"=""44.00"""
41.03952748;29.67269301;"=""43.15"""
41.03952748;29.67305039;"=""42.05"""
41.03952748;29.67340778;"=""40.86"""
41.03952748;29.67376516;"=""39.74"""
41.03952748;29.67412255;"=""38.77"""
41.03952748;29.67447993;"=""37.90"""
41.03952748;29.67483732;"=""36.95"""
41.03952748;29.67519471;"=""35.72"""
41.03952748;29.67555209;"=""34.12"""
41.03952748;29.67590948;"=""32.19"""
41.03952748;29.67626686;"=""30.09"""
41.03952748;29.67662425;"=""27.97"""
41.03952748;29.67698163;"=""25.91"""
41.03952748;29.67733902;"=""23.92"""
41.03952748;29.67769641;"=""22.07"""
41.03952748;29.67805379;"=""20.43"""
41.03952748;29.67841118;"=""19.07"""
41.03952748;29.67876856;"=""18.01"""
41.03952748;29.67912595;"=""17.28"""
41.03952748;29.67948333;"=""16.89"""
41.03925799;29.65410896;"=""-3.46"""
41.03925799;29.65446634;"=""-3.03"""
41.03925799;29.65482373;"=""-2.29"""
41.03925799;29.65518111;"=""-1.44"""
41.03925799;29.65553850;"=""-0.71"""
41.03925799;29.65589588;"=""-0.20"""
41.03925799;29.65625327;"=""0.14"""
41.03925799;29.65661066;"=""0.46"""
41.03925799;29.65696804;"=""0.98"""
41.03925799;29.65732543;"=""1.76"""
41.03925799;29.65768281;"=""2.71"""
41.03925799;29.65804020;"=""3.59"""
41.03925799;29.65839758;"=""4.16"""
41.03925799;29.65875497;"=""4.32"""
41.03925799;29.65911235;"=""4.12"""
41.03925799;29.65946974;"=""3.76"""
41.03925799;29.65982713;"=""3.46"""
41.03925799;29.66018451;"=""3.41"""
41.03925799;29.66054190;"=""3.65"""
41.03925799;29.66089928;"=""4.14"""
41.03925799;29.66125667;"=""4.74"""
41.03925799;29.66161405;"=""5.35"""
41.03925799;29.66197144;"=""5.95"""
41.03925799;29.66232882;"=""6.59"""
41.03925799;29.66268621;"=""7.37"""
41.03925799;29.66304360;"=""8.38"""
41.03925799;29.66340098;"=""9.70"""
41.03925799;29.66375837;"=""11.38"""
41.03925799;29.66411575;"=""13.41"""
41.03925799;29.66447314;"=""15.70"""
41.03925799;29.66483052;"=""18.17"""
41.03925799;29.66518791;"=""20.66"""
41.03925799;29.66554530;"=""23.07"""
41.03925799;29.66590268;"=""25.26"""
41.03925799;29.66626007;"=""27.19"""
41.03925799;29.66661745;"=""28.85"""
41.03925799;29.66697484;"=""30.33"""
41.03925799;29.66733222;"=""31.70"""
41.03925799;29.66768961;"=""33.03"""
41.03925799;29.66804699;"=""34.39"""
41.03925799;29.66840438;"=""35.83"""
41.03925799;29.66876177;"=""37.37"""
41.03925799;29.66911915;"=""38.98"""
41.03925799;29.66947654;"=""40.55"""
41.03925799;29.66983392;"=""41.93"""
41.03925799;29.67019131;"=""42.98"""
41.03925799;29.67054869;"=""43.61"""
41.03925799;29.67090608;"=""43.85"""
41.03925799;29.67126346;"=""43.75"""
41.03925799;29.67162085;"=""43.38"""
41.03925799;29.67197824;"=""42.76"""
41.03925799;29.67233562;"=""41.90"""
41.03925799;29.67269301;"=""40.77"""
41.03925799;29.67305039;"=""39.43"""
41.03925799;29.67340778;"=""37.96"""
41.03925799;29.67376516;"=""36.50"""
41.03925799;29.67412255;"=""35.12"""
41.03925799;29.67447993;"=""33.81"""
41.03925799;29.67483732;"=""32.46"""
41.03925799;29.67519471;"=""30.94"""
41.03925799;29.67555209;"=""29.18"""
41.03925799;29.67590948;"=""27.25"""
41.03925799;29.67626686;"=""25.29"""
41.03925799;29.67662425;"=""23.40"""
41.03925799;29.67698163;"=""21.65"""
41.03925799;29.67733902;"=""20.04"""
41.03925799;29.67769641;"=""18.61"""
41.03925799;29.67805379;"=""17.41"""
41.03925799;29.67841118;"=""16.47"""
41.03925799;29.67876856;"=""15.78"""
41.03925799;29.67912595;"=""15.33"""
41.03925799;29.67948333;"=""15.10"""
41.03898849;29.65410896;"=""-0.42"""
41.03898849;29.65446634;"=""-0.02"""
41.03898849;29.65482373;"=""0.67"""
41.03898849;29.65518111;"=""1.47"""
41.03898849;29.65553850;"=""2.18"""
41.03898849;29.65589588;"=""2.70"""
41.03898849;29.65625327;"=""3.09"""
41.03898849;29.65661066;"=""3.52"""
41.03898849;29.65696804;"=""4.15"""
41.03898849;29.65732543;"=""5.03"""
41.03898849;29.65768281;"=""6.01"""
41.03898849;29.65804020;"=""6.83"""
41.03898849;29.65839758;"=""7.27"""
41.03898849;29.65875497;"=""7.24"""
41.03898849;29.65911235;"=""6.83"""
41.03898849;29.65946974;"=""6.26"""
41.03898849;29.65982713;"=""5.78"""
41.03898849;29.66018451;"=""5.57"""
41.03898849;29.66054190;"=""5.71"""
41.03898849;29.66089928;"=""6.14"""
41.03898849;29.66125667;"=""6.75"""
41.03898849;29.66161405;"=""7.39"""
41.03898849;29.66197144;"=""7.95"""
41.03898849;29.66232882;"=""8.45"""
41.03898849;29.66268621;"=""8.96"""
41.03898849;29.66304360;"=""9.64"""
41.03898849;29.66340098;"=""10.62"""
41.03898849;29.66375837;"=""11.98"""
41.03898849;29.66411575;"=""13.71"""
41.03898849;29.66447314;"=""15.71"""
41.03898849;29.66483052;"=""17.86"""
41.03898849;29.66518791;"=""20.02"""
41.03898849;29.66554530;"=""22.11"""
41.03898849;29.66590268;"=""24.08"""
41.03898849;29.66626007;"=""25.96"""
41.03898849;29.66661745;"=""27.84"""
41.03898849;29.66697484;"=""29.78"""
41.03898849;29.66733222;"=""31.82"""
41.03898849;29.66768961;"=""33.92"""
41.03898849;29.66804699;"=""36.01"""
41.03898849;29.66840438;"=""37.97"""
41.03898849;29.66876177;"=""39.73"""
41.03898849;29.66911915;"=""41.24"""
41.03898849;29.66947654;"=""42.41"""
41.03898849;29.66983392;"=""43.17"""
41.03898849;29.67019131;"=""43.47"""
41.03898849;29.67054869;"=""43.31"""
41.03898849;29.67090608;"=""42.79"""
41.03898849;29.67126346;"=""42.04"""
41.03898849;29.67162085;"=""41.16"""
41.03898849;29.67197824;"=""40.20"""
41.03898849;29.67233562;"=""39.12"""
41.03898849;29.67269301;"=""37.88"""
41.03898849;29.67305039;"=""36.45"""
41.03898849;29.67340778;"=""34.88"""
41.03898849;29.67376516;"=""33.25"""
41.03898849;29.67412255;"=""31.65"""
41.03898849;29.67447993;"=""30.09"""
41.03898849;29.67483732;"=""28.54"""
41.03898849;29.67519471;"=""26.92"""
41.03898849;29.67555209;"=""25.22"""
41.03898849;29.67590948;"=""23.47"""
41.03898849;29.67626686;"=""21.78"""
41.03898849;29.67662425;"=""20.24"""
41.03898849;29.67698163;"=""18.89"""
41.03898849;29.67733902;"=""17.72"""
41.03898849;29.67769641;"=""16.77"""
41.03898849;29.67805379;"=""16.07"""
41.03898849;29.67841118;"=""15.62"""
41.03898849;29.67876856;"=""15.36"""
41.03898849;29.67912595;"=""15.23"""
41.03898849;29.67948333;"=""15.17"""
41.03871900;29.65410896;"=""2.20"""
41.03871900;29.65446634;"=""2.57"""
41.03871900;29.65482373;"=""3.21"""
41.03871900;29.65518111;"=""3.95"""
41.03871900;29.65553850;"=""4.63"""
41.03871900;29.65589588;"=""5.16"""
41.03871900;29.65625327;"=""5.60"""
41.03871900;29.65661066;"=""6.11"""
41.03871900;29.65696804;"=""6.85"""
41.03871900;29.65732543;"=""7.82"""
41.03871900;29.65768281;"=""8.83"""
41.03871900;29.65804020;"=""9.59"""
41.03871900;29.65839758;"=""9.90"""
41.03871900;29.65875497;"=""9.68"""
41.03871900;29.65911235;"=""9.09"""
41.03871900;29.65946974;"=""8.36"""
41.03871900;29.65982713;"=""7.75"""
41.03871900;29.66018451;"=""7.44"""
41.03871900;29.66054190;"=""7.51"""
41.03871900;29.66089928;"=""7.92"""
41.03871900;29.66125667;"=""8.54"""
41.03871900;29.66161405;"=""9.21"""
41.03871900;29.66197144;"=""9.78"""
41.03871900;29.66232882;"=""10.21"""
41.03871900;29.66268621;"=""10.56"""
41.03871900;29.66304360;"=""11.02"""
41.03871900;29.66340098;"=""11.74"""
41.03871900;29.66375837;"=""12.84"""
41.03871900;29.66411575;"=""14.30"""
41.03871900;29.66447314;"=""16.02"""
41.03871900;29.66483052;"=""17.88"""
41.03871900;29.66518791;"=""19.75"""
41.03871900;29.66554530;"=""21.58"""
41.03871900;29.66590268;"=""23.37"""
41.03871900;29.66626007;"=""25.22"""
41.03871900;29.66661745;"=""27.24"""
41.03871900;29.66697484;"=""29.52"""
41.03871900;29.66733222;"=""32.05"""
41.03871900;29.66768961;"=""34.71"""
41.03871900;29.66804699;"=""37.31"""
41.03871900;29.66840438;"=""39.63"""
41.03871900;29.66876177;"=""41.51"""
41.03871900;29.66911915;"=""42.84"""
41.03871900;29.66947654;"=""43.59"""
41.03871900;29.66983392;"=""43.77"""
41.03871900;29.67019131;"=""43.39"""
41.03871900;29.67054869;"=""42.56"""
41.03871900;29.67090608;"=""41.42"""
41.03871900;29.67126346;"=""40.16"""
41.03871900;29.67162085;"=""38.91"""
41.03871900;29.67197824;"=""37.72"""
41.03871900;29.67233562;"=""36.54"""
41.03871900;29.67269301;"=""35.28"""
41.03871900;29.67305039;"=""33.87"""
41.03871900;29.67340778;"=""32.30"""
41.03871900;29.67376516;"=""30.64"""
41.03871900;29.67412255;"=""28.95"""
41.03871900;29.67447993;"=""27.30"""
41.03871900;29.67483732;"=""25.70"""
41.03871900;29.67519471;"=""24.13"""
41.03871900;29.67555209;"=""22.57"""
41.03871900;29.67590948;"=""21.07"""
41.03871900;29.67626686;"=""19.69"""
41.03871900;29.67662425;"=""18.51"""
41.03871900;29.67698163;"=""17.54"""
41.03871900;29.67733902;"=""16.78"""
41.03871900;29.67769641;"=""16.27"""
41.03871900;29.67805379;"=""16.02"""
41.03871900;29.67841118;"=""16.01"""
41.03871900;29.67876856;"=""16.13"""
41.03871900;29.67912595;"=""16.28"""
41.03871900;29.67948333;"=""16.36"""
41.03844951;29.65410896;"=""3.73"""
41.03844951;29.65446634;"=""4.08"""
41.03844951;29.65482373;"=""4.69"""
41.03844951;29.65518111;"=""5.40"""
41.03844951;29.65553850;"=""6.06"""
41.03844951;29.65589588;"=""6.59"""
41.03844951;29.65625327;"=""7.05"""
41.03844951;29.65661066;"=""7.62"""
41.03844951;29.65696804;"=""8.43"""
41.03844951;29.65732543;"=""9.45"""
41.03844951;29.65768281;"=""10.47"""
41.03844951;29.65804020;"=""11.20"""
41.03844951;29.65839758;"=""11.42"""
41.03844951;29.65875497;"=""11.10"""
41.03844951;29.65911235;"=""10.40"""
41.03844951;29.65946974;"=""9.58"""
41.03844951;29.65982713;"=""8.91"""
41.03844951;29.66018451;"=""8.55"""
41.03844951;29.66054190;"=""8.58"""
