Enlem;Boylam;Z_Anomali(m)
41.04788177;29.66518791;"=""-12.32"""
41.04788177;29.66554530;"=""-13.27"""
41.04788177;29.66590268;"=""-14.21"""
41.04788177;29.66626007;"=""-15.01"""
41.04788177;29.66661745;"=""-15.56"""
41.04788177;29.66697484;"=""-15.83"""
41.04788177;29.66733222;"=""-15.95"""
41.04788177;29.66768961;"=""-16.07"""
41.04788177;29.66804699;"=""-16.36"""
41.04788177;29.66840438;"=""-16.87"""
41.04788177;29.66876177;"=""-17.57"""
41.04788177;29.66911915;"=""-18.37"""
41.04788177;29.66947654;"=""-19.14"""
41.04788177;29.66983392;"=""-19.81"""
41.04788177;29.67019131;"=""-20.37"""
41.04788177;29.67054869;"=""-20.85"""
41.04788177;29.67090608;"=""-21.27"""
41.04788177;29.67126346;"=""-21.63"""
41.04788177;29.67162085;"=""-21.87"""
41.04788177;29.67197824;"=""-22.01"""
41.04788177;29.67233562;"=""-22.07"""
41.04788177;29.67269301;"=""-22.12"""
41.04788177;29.67305039;"=""-22.18"""
41.04788177;29.67340778;"=""-22.20"""
41.04788177;29.67376516;"=""-22.03"""
41.04788177;29.67412255;"=""-21.62"""
41.04788177;29.67447993;"=""-20.99"""
41.04788177;29.67483732;"=""-20.29"""
41.04788177;29.67519471;"=""-19.64"""
41.04788177;29.67555209;"=""-19.14"""
41.04788177;29.67590948;"=""-18.79"""
41.04788177;29.67626686;"=""-18.57"""
41.04788177;29.67662425;"=""-18.40"""
41.04788177;29.67698163;"=""-18.18"""
41.04788177;29.67733902;"=""-17.76"""
41.04788177;29.67769641;"=""-17.06"""
41.04788177;29.67805379;"=""-16.08"""
41.04788177;29.67841118;"=""-14.89"""
41.04788177;29.67876856;"=""-13.68"""
41.04788177;29.67912595;"=""-12.68"""
41.04788177;29.67948333;"=""-12.11"""
41.04761228;29.65410896;"=""2.54"""
41.04761228;29.65446634;"=""2.41"""
41.04761228;29.65482373;"=""2.14"""
41.04761228;29.65518111;"=""1.80"""
41.04761228;29.65553850;"=""1.45"""
41.04761228;29.65589588;"=""1.15"""
41.04761228;29.65625327;"=""0.96"""
41.04761228;29.65661066;"=""0.85"""
41.04761228;29.65696804;"=""0.82"""
41.04761228;29.65732543;"=""0.82"""
41.04761228;29.65768281;"=""0.76"""
41.04761228;29.65804020;"=""0.56"""
41.04761228;29.65839758;"=""0.19"""
41.04761228;29.65875497;"=""-0.32"""
41.04761228;29.65911235;"=""-0.91"""
41.04761228;29.65946974;"=""-1.48"""
41.04761228;29.65982713;"=""-1.99"""
41.04761228;29.66018451;"=""-2.43"""
41.04761228;29.66054190;"=""-2.85"""
41.04761228;29.66089928;"=""-3.31"""
41.04761228;29.66125667;"=""-3.91"""
41.04761228;29.66161405;"=""-4.65"""
41.04761228;29.66197144;"=""-5.48"""
41.04761228;29.66232882;"=""-6.28"""
41.04761228;29.66268621;"=""-6.96"""
41.04761228;29.66304360;"=""-7.48"""
41.04761228;29.66340098;"=""-7.91"""
41.04761228;29.66375837;"=""-8.34"""
41.04761228;29.66411575;"=""-8.84"""
41.04761228;29.66447314;"=""-9.46"""
41.04761228;29.66483052;"=""-10.20"""
41.04761228;29.66518791;"=""-11.07"""
41.04761228;29.66554530;"=""-12.06"""
41.04761228;29.66590268;"=""-13.07"""
41.04761228;29.66626007;"=""-14.00"""
41.04761228;29.66661745;"=""-14.71"""
41.04761228;29.66697484;"=""-15.20"""
41.04761228;29.66733222;"=""-15.55"""
41.04761228;29.66768961;"=""-15.91"""
41.04761228;29.66804699;"=""-16.39"""
41.04761228;29.66840438;"=""-17.01"""
41.04761228;29.66876177;"=""-17.74"""
41.04761228;29.66911915;"=""-18.49"""
41.04761228;29.66947654;"=""-19.18"""
41.04761228;29.66983392;"=""-19.74"""
41.04761228;29.67019131;"=""-20.16"""
41.04761228;29.67054869;"=""-20.48"""
41.04761228;29.67090608;"=""-20.71"""
41.04761228;29.67126346;"=""-20.87"""
41.04761228;29.67162085;"=""-20.97"""
41.04761228;29.67197824;"=""-21.03"""
41.04761228;29.67233562;"=""-21.09"""
41.04761228;29.67269301;"=""-21.19"""
41.04761228;29.67305039;"=""-21.30"""
41.04761228;29.67340778;"=""-21.30"""
41.04761228;29.67376516;"=""-21.05"""
41.04761228;29.67412255;"=""-20.48"""
41.04761228;29.67447993;"=""-19.65"""
41.04761228;29.67483732;"=""-18.74"""
41.04761228;29.67519471;"=""-17.92"""
41.04761228;29.67555209;"=""-17.28"""
41.04761228;29.67590948;"=""-16.85"""
41.04761228;29.67626686;"=""-16.63"""
41.04761228;29.67662425;"=""-16.53"""
41.04761228;29.67698163;"=""-16.41"""
41.04761228;29.67733902;"=""-16.09"""
41.04761228;29.67769641;"=""-15.44"""
41.04761228;29.67805379;"=""-14.42"""
41.04761228;29.67841118;"=""-13.11"""
41.04761228;29.67876856;"=""-11.71"""
41.04761228;29.67912595;"=""-10.52"""
41.04761228;29.67948333;"=""-9.83"""
41.04734279;29.65410896;"=""0.99"""
41.04734279;29.65446634;"=""0.94"""
41.04734279;29.65482373;"=""0.82"""
41.04734279;29.65518111;"=""0.63"""
41.04734279;29.65553850;"=""0.40"""
41.04734279;29.65589588;"=""0.15"""
41.04734279;29.65625327;"=""-0.11"""
41.04734279;29.65661066;"=""-0.37"""
41.04734279;29.65696804;"=""-0.59"""
41.04734279;29.65732543;"=""-0.78"""
41.04734279;29.65768281;"=""-0.95"""
41.04734279;29.65804020;"=""-1.17"""
41.04734279;29.65839758;"=""-1.46"""
41.04734279;29.65875497;"=""-1.80"""
41.04734279;29.65911235;"=""-2.16"""
41.04734279;29.65946974;"=""-2.48"""
41.04734279;29.65982713;"=""-2.70"""
41.04734279;29.66018451;"=""-2.86"""
41.04734279;29.66054190;"=""-2.99"""
41.04734279;29.66089928;"=""-3.19"""
41.04734279;29.66125667;"=""-3.55"""
41.04734279;29.66161405;"=""-4.07"""
41.04734279;29.66197144;"=""-4.71"""
41.04734279;29.66232882;"=""-5.35"""
41.04734279;29.66268621;"=""-5.90"""
41.04734279;29.66304360;"=""-6.36"""
41.04734279;29.66340098;"=""-6.76"""
41.04734279;29.66375837;"=""-7.16"""
41.04734279;29.66411575;"=""-7.64"""
41.04734279;29.66447314;"=""-8.25"""
41.04734279;29.66483052;"=""-9.00"""
41.04734279;29.66518791;"=""-9.92"""
41.04734279;29.66554530;"=""-10.97"""
41.04734279;29.66590268;"=""-12.09"""
41.04734279;29.66626007;"=""-13.16"""
41.04734279;29.66661745;"=""-14.05"""
41.04734279;29.66697484;"=""-14.75"""
41.04734279;29.66733222;"=""-15.33"""
41.04734279;29.66768961;"=""-15.91"""
41.04734279;29.66804699;"=""-16.56"""
41.04734279;29.66840438;"=""-17.27"""
41.04734279;29.66876177;"=""-17.98"""
41.04734279;29.66911915;"=""-18.63"""
41.04734279;29.66947654;"=""-19.16"""
41.04734279;29.66983392;"=""-19.55"""
41.04734279;29.67019131;"=""-19.80"""
41.04734279;29.67054869;"=""-19.92"""
41.04734279;29.67090608;"=""-19.98"""
41.04734279;29.67126346;"=""-20.00"""
41.04734279;29.67162085;"=""-20.02"""
41.04734279;29.67197824;"=""-20.08"""
41.04734279;29.67233562;"=""-20.22"""
41.04734279;29.67269301;"=""-20.42"""
41.04734279;29.67305039;"=""-20.59"""
41.04734279;29.67340778;"=""-20.58"""
41.04734279;29.67376516;"=""-20.23"""
41.04734279;29.67412255;"=""-19.50"""
41.04734279;29.67447993;"=""-18.50"""
41.04734279;29.67483732;"=""-17.41"""
41.04734279;29.67519471;"=""-16.40"""
41.04734279;29.67555209;"=""-15.60"""
41.04734279;29.67590948;"=""-15.05"""
41.04734279;29.67626686;"=""-14.77"""
41.04734279;29.67662425;"=""-14.68"""
41.04734279;29.67698163;"=""-14.61"""
41.04734279;29.67733902;"=""-14.37"""
41.04734279;29.67769641;"=""-13.77"""
41.04734279;29.67805379;"=""-12.76"""
41.04734279;29.67841118;"=""-11.40"""
41.04734279;29.67876856;"=""-9.92"""
41.04734279;29.67912595;"=""-8.63"""
41.04734279;29.67948333;"=""-7.88"""
41.04707329;29.65410896;"=""-0.55"""
41.04707329;29.65446634;"=""-0.54"""
41.04707329;29.65482373;"=""-0.56"""
41.04707329;29.65518111;"=""-0.63"""
41.04707329;29.65553850;"=""-0.76"""
41.04707329;29.65589588;"=""-0.96"""
41.04707329;29.65625327;"=""-1.23"""
41.04707329;29.65661066;"=""-1.55"""
41.04707329;29.65696804;"=""-1.89"""
41.04707329;29.65732543;"=""-2.21"""
41.04707329;29.65768281;"=""-2.49"""
41.04707329;29.65804020;"=""-2.74"""
41.04707329;29.65839758;"=""-2.98"""
41.04707329;29.65875497;"=""-3.20"""
41.04707329;29.65911235;"=""-3.37"""
41.04707329;29.65946974;"=""-3.46"""
41.04707329;29.65982713;"=""-3.42"""
41.04707329;29.66018451;"=""-3.27"""
41.04707329;29.66054190;"=""-3.09"""
41.04707329;29.66089928;"=""-2.99"""
41.04707329;29.66125667;"=""-3.05"""
41.04707329;29.66161405;"=""-3.32"""
41.04707329;29.66197144;"=""-3.74"""
41.04707329;29.66232882;"=""-4.22"""
41.04707329;29.66268621;"=""-4.69"""
41.04707329;29.66304360;"=""-5.12"""
41.04707329;29.66340098;"=""-5.53"""
41.04707329;29.66375837;"=""-5.98"""
41.04707329;29.66411575;"=""-6.52"""
41.04707329;29.66447314;"=""-7.18"""
41.04707329;29.66483052;"=""-8.01"""
41.04707329;29.66518791;"=""-8.99"""
41.04707329;29.66554530;"=""-10.13"""
41.04707329;29.66590268;"=""-11.35"""
41.04707329;29.66626007;"=""-12.53"""
41.04707329;29.66661745;"=""-13.57"""
41.04707329;29.66697484;"=""-14.43"""
41.04707329;29.66733222;"=""-15.18"""
41.04707329;29.66768961;"=""-15.93"""
41.04707329;29.66804699;"=""-16.70"""
41.04707329;29.66840438;"=""-17.45"""
41.04707329;29.66876177;"=""-18.10"""
41.04707329;29.66911915;"=""-18.61"""
41.04707329;29.66947654;"=""-18.96"""
41.04707329;29.66983392;"=""-19.15"""
41.04707329;29.67019131;"=""-19.22"""
41.04707329;29.67054869;"=""-19.19"""
41.04707329;29.67090608;"=""-19.12"""
41.04707329;29.67126346;"=""-19.06"""
41.04707329;29.67162085;"=""-19.07"""
41.04707329;29.67197824;"=""-19.19"""
41.04707329;29.67233562;"=""-19.44"""
41.04707329;29.67269301;"=""-19.74"""
41.04707329;29.67305039;"=""-19.97"""
41.04707329;29.67340778;"=""-19.94"""
41.04707329;29.67376516;"=""-19.52"""
41.04707329;29.67412255;"=""-18.70"""
41.04707329;29.67447993;"=""-17.60"""
41.04707329;29.67483732;"=""-16.40"""
41.04707329;29.67519471;"=""-15.28"""
41.04707329;29.67555209;"=""-14.34"""
41.04707329;29.67590948;"=""-13.66"""
41.04707329;29.67626686;"=""-13.27"""
41.04707329;29.67662425;"=""-13.10"""
41.04707329;29.67698163;"=""-13.00"""
41.04707329;29.67733902;"=""-12.74"""
41.04707329;29.67769641;"=""-12.15"""
41.04707329;29.67805379;"=""-11.15"""
41.04707329;29.67841118;"=""-9.80"""
41.04707329;29.67876856;"=""-8.32"""
41.04707329;29.67912595;"=""-7.03"""
41.04707329;29.67948333;"=""-6.27"""
41.04680380;29.65410896;"=""-2.05"""
41.04680380;29.65446634;"=""-2.02"""
41.04680380;29.65482373;"=""-1.98"""
41.04680380;29.65518111;"=""-1.98"""
41.04680380;29.65553850;"=""-2.03"""
41.04680380;29.65589588;"=""-2.16"""
41.04680380;29.65625327;"=""-2.38"""
41.04680380;29.65661066;"=""-2.69"""
41.04680380;29.65696804;"=""-3.06"""
41.04680380;29.65732543;"=""-3.45"""
41.04680380;29.65768281;"=""-3.82"""
41.04680380;29.65804020;"=""-4.12"""
41.04680380;29.65839758;"=""-4.36"""
41.04680380;29.65875497;"=""-4.51"""
41.04680380;29.65911235;"=""-4.56"""
41.04680380;29.65946974;"=""-4.45"""
41.04680380;29.65982713;"=""-4.17"""
41.04680380;29.66018451;"=""-3.73"""
41.04680380;29.66054190;"=""-3.22"""
41.04680380;29.66089928;"=""-2.78"""
41.04680380;29.66125667;"=""-2.53"""
41.04680380;29.66161405;"=""-2.51"""
41.04680380;29.66197144;"=""-2.71"""
41.04680380;29.66232882;"=""-3.05"""
41.04680380;29.66268621;"=""-3.46"""
41.04680380;29.66304360;"=""-3.91"""
41.04680380;29.66340098;"=""-4.40"""
41.04680380;29.66375837;"=""-4.96"""
41.04680380;29.66411575;"=""-5.61"""
41.04680380;29.66447314;"=""-6.39"""
41.04680380;29.66483052;"=""-7.31"""
41.04680380;29.66518791;"=""-8.38"""
41.04680380;29.66554530;"=""-9.59"""
41.04680380;29.66590268;"=""-10.86"""
41.04680380;29.66626007;"=""-12.10"""
41.04680380;29.66661745;"=""-13.21"""
41.04680380;29.66697484;"=""-14.16"""
41.04680380;29.66733222;"=""-15.00"""
41.04680380;29.66768961;"=""-15.83"""
41.04680380;29.66804699;"=""-16.64"""
41.04680380;29.66840438;"=""-17.37"""
41.04680380;29.66876177;"=""-17.95"""
41.04680380;29.66911915;"=""-18.31"""
41.04680380;29.66947654;"=""-18.48"""
41.04680380;29.66983392;"=""-18.50"""
41.04680380;29.67019131;"=""-18.43"""
41.04680380;29.67054869;"=""-18.29"""
41.04680380;29.67090608;"=""-18.14"""
41.04680380;29.67126346;"=""-18.05"""
41.04680380;29.67162085;"=""-18.09"""
41.04680380;29.67197824;"=""-18.30"""
41.04680380;29.67233562;"=""-18.66"""
41.04680380;29.67269301;"=""-19.06"""
41.04680380;29.67305039;"=""-19.33"""
41.04680380;29.67340778;"=""-19.30"""
41.04680380;29.67376516;"=""-18.86"""
41.04680380;29.67412255;"=""-18.02"""
41.04680380;29.67447993;"=""-16.92"""
41.04680380;29.67483732;"=""-15.73"""
41.04680380;29.67519471;"=""-14.58"""
41.04680380;29.67555209;"=""-13.59"""
41.04680380;29.67590948;"=""-12.81"""
41.04680380;29.67626686;"=""-12.29"""
41.04680380;29.67662425;"=""-11.98"""
41.04680380;29.67698163;"=""-11.73"""
41.04680380;29.67733902;"=""-11.34"""
41.04680380;29.67769641;"=""-10.67"""
41.04680380;29.67805379;"=""-9.64"""
41.04680380;29.67841118;"=""-8.32"""
41.04680380;29.67876856;"=""-6.89"""
41.04680380;29.67912595;"=""-5.65"""
41.04680380;29.67948333;"=""-4.93"""
41.04653431;29.65410896;"=""-3.55"""
41.04653431;29.65446634;"=""-3.52"""
41.04653431;29.65482373;"=""-3.46"""
41.04653431;29.65518111;"=""-3.41"""
41.04653431;29.65553850;"=""-3.40"""
41.04653431;29.65589588;"=""-3.43"""
41.04653431;29.65625327;"=""-3.55"""
41.04653431;29.65661066;"=""-3.77"""
41.04653431;29.65696804;"=""-4.09"""
41.04653431;29.65732543;"=""-4.48"""
41.04653431;29.65768281;"=""-4.90"""
41.04653431;29.65804020;"=""-5.28"""
41.04653431;29.65839758;"=""-5.57"""
41.04653431;29.65875497;"=""-5.74"""
41.04653431;29.65911235;"=""-5.72"""
41.04653431;29.65946974;"=""-5.48"""
41.04653431;29.65982713;"=""-4.99"""
41.04653431;29.66018451;"=""-4.28"""
41.04653431;29.66054190;"=""-3.47"""
41.04653431;29.66089928;"=""-2.71"""
41.04653431;29.66125667;"=""-2.14"""
41.04653431;29.66161405;"=""-1.83"""
41.04653431;29.66197144;"=""-1.81"""
41.04653431;29.66232882;"=""-2.02"""
41.04653431;29.66268621;"=""-2.41"""
41.04653431;29.66304360;"=""-2.92"""
41.04653431;29.66340098;"=""-3.54"""
41.04653431;29.66375837;"=""-4.24"""
41.04653431;29.66411575;"=""-5.05"""
41.04653431;29.66447314;"=""-5.97"""
41.04653431;29.66483052;"=""-7.00"""
41.04653431;29.66518791;"=""-8.14"""
41.04653431;29.66554530;"=""-9.37"""
41.04653431;29.66590268;"=""-10.64"""
41.04653431;29.66626007;"=""-11.87"""
41.04653431;29.66661745;"=""-12.97"""
41.04653431;29.66697484;"=""-13.92"""
41.04653431;29.66733222;"=""-14.77"""
41.04653431;29.66768961;"=""-15.57"""
41.04653431;29.66804699;"=""-16.33"""
41.04653431;29.66840438;"=""-16.98"""
41.04653431;29.66876177;"=""-17.44"""
41.04653431;29.66911915;"=""-17.67"""
41.04653431;29.66947654;"=""-17.70"""
41.04653431;29.66983392;"=""-17.60"""
41.04653431;29.67019131;"=""-17.44"""
41.04653431;29.67054869;"=""-17.24"""
41.04653431;29.67090608;"=""-17.06"""
41.04653431;29.67126346;"=""-16.98"""
41.04653431;29.67162085;"=""-17.07"""
41.04653431;29.67197824;"=""-17.37"""
41.04653431;29.67233562;"=""-17.82"""
41.04653431;29.67269301;"=""-18.28"""
41.04653431;29.67305039;"=""-18.59"""
41.04653431;29.67340778;"=""-18.58"""
41.04653431;29.67376516;"=""-18.17"""
41.04653431;29.67412255;"=""-17.38"""
41.04653431;29.67447993;"=""-16.36"""
41.04653431;29.67483732;"=""-15.25"""
41.04653431;29.67519471;"=""-14.17"""
41.04653431;29.67555209;"=""-13.20"""
41.04653431;29.67590948;"=""-12.39"""
41.04653431;29.67626686;"=""-11.76"""
41.04653431;29.67662425;"=""-11.29"""
41.04653431;29.67698163;"=""-10.83"""
41.04653431;29.67733902;"=""-10.26"""
41.04653431;29.67769641;"=""-9.43"""
41.04653431;29.67805379;"=""-8.32"""
41.04653431;29.67841118;"=""-6.99"""
41.04653431;29.67876856;"=""-5.60"""
41.04653431;29.67912595;"=""-4.43"""
41.04653431;29.67948333;"=""-3.74"""
41.04626481;29.65410896;"=""-5.14"""
41.04626481;29.65446634;"=""-5.10"""
41.04626481;29.65482373;"=""-5.04"""
41.04626481;29.65518111;"=""-4.95"""
41.04626481;29.65553850;"=""-4.85"""
41.04626481;29.65589588;"=""-4.77"""
41.04626481;29.65625327;"=""-4.73"""
41.04626481;29.65661066;"=""-4.80"""
41.04626481;29.65696804;"=""-5.01"""
41.04626481;29.65732543;"=""-5.35"""
41.04626481;29.65768281;"=""-5.79"""
41.04626481;29.65804020;"=""-6.24"""
41.04626481;29.65839758;"=""-6.63"""
41.04626481;29.65875497;"=""-6.86"""
41.04626481;29.65911235;"=""-6.85"""
41.04626481;29.65946974;"=""-6.53"""
41.04626481;29.65982713;"=""-5.87"""
41.04626481;29.66018451;"=""-4.95"""
41.04626481;29.66054190;"=""-3.90"""
41.04626481;29.66089928;"=""-2.87"""
41.04626481;29.66125667;"=""-2.03"""
41.04626481;29.66161405;"=""-1.48"""
41.04626481;29.66197144;"=""-1.26"""
41.04626481;29.66232882;"=""-1.35"""
41.04626481;29.66268621;"=""-1.72"""
41.04626481;29.66304360;"=""-2.32"""
41.04626481;29.66340098;"=""-3.08"""
41.04626481;29.66375837;"=""-3.96"""
41.04626481;29.66411575;"=""-4.93"""
41.04626481;29.66447314;"=""-5.98"""
41.04626481;29.66483052;"=""-7.09"""
41.04626481;29.66518791;"=""-8.26"""
41.04626481;29.66554530;"=""-9.46"""
41.04626481;29.66590268;"=""-10.67"""
41.04626481;29.66626007;"=""-11.81"""
41.04626481;29.66661745;"=""-12.83"""
41.04626481;29.66697484;"=""-13.71"""
41.04626481;29.66733222;"=""-14.47"""
41.04626481;29.66768961;"=""-15.16"""
41.04626481;29.66804699;"=""-15.79"""
41.04626481;29.66840438;"=""-16.29"""
41.04626481;29.66876177;"=""-16.61"""
41.04626481;29.66911915;"=""-16.71"""
41.04626481;29.66947654;"=""-16.64"""
41.04626481;29.66983392;"=""-16.49"""
41.04626481;29.67019131;"=""-16.30"""
41.04626481;29.67054869;"=""-16.11"""
41.04626481;29.67090608;"=""-15.95"""
41.04626481;29.67126346;"=""-15.90"""
41.04626481;29.67162085;"=""-16.06"""
41.04626481;29.67197824;"=""-16.43"""
41.04626481;29.67233562;"=""-16.95"""
41.04626481;29.67269301;"=""-17.46"""
41.04626481;29.67305039;"=""-17.78"""
41.04626481;29.67340778;"=""-17.78"""
41.04626481;29.67376516;"=""-17.40"""
41.04626481;29.67412255;"=""-16.68"""
41.04626481;29.67447993;"=""-15.75"""
41.04626481;29.67483732;"=""-14.75"""
41.04626481;29.67519471;"=""-13.77"""
41.04626481;29.67555209;"=""-12.87"""
41.04626481;29.67590948;"=""-12.08"""
41.04626481;29.67626686;"=""-11.40"""
41.04626481;29.67662425;"=""-10.81"""
41.04626481;29.67698163;"=""-10.19"""
41.04626481;29.67733902;"=""-9.44"""
41.04626481;29.67769641;"=""-8.46"""
41.04626481;29.67805379;"=""-7.24"""
41.04626481;29.67841118;"=""-5.84"""
41.04626481;29.67876856;"=""-4.44"""
41.04626481;29.67912595;"=""-3.28"""
41.04626481;29.67948333;"=""-2.62"""
41.04599532;29.65410896;"=""-6.84"""
41.04599532;29.65446634;"=""-6.80"""
41.04599532;29.65482373;"=""-6.71"""
41.04599532;29.65518111;"=""-6.55"""
41.04599532;29.65553850;"=""-6.35"""
41.04599532;29.65589588;"=""-6.12"""
41.04599532;29.65625327;"=""-5.92"""
41.04599532;29.65661066;"=""-5.82"""
41.04599532;29.65696804;"=""-5.89"""
41.04599532;29.65732543;"=""-6.15"""
41.04599532;29.65768281;"=""-6.58"""
41.04599532;29.65804020;"=""-7.09"""
41.04599532;29.65839758;"=""-7.57"""
41.04599532;29.65875497;"=""-7.89"""
41.04599532;29.65911235;"=""-7.90"""
41.04599532;29.65946974;"=""-7.53"""
41.04599532;29.65982713;"=""-6.77"""
41.04599532;29.66018451;"=""-5.70"""
41.04599532;29.66054190;"=""-4.48"""
41.04599532;29.66089928;"=""-3.28"""
41.04599532;29.66125667;"=""-2.26"""
41.04599532;29.66161405;"=""-1.52"""
41.04599532;29.66197144;"=""-1.14"""
41.04599532;29.66232882;"=""-1.14"""
41.04599532;29.66268621;"=""-1.51"""
41.04599532;29.66304360;"=""-2.19"""
41.04599532;29.66340098;"=""-3.09"""
41.04599532;29.66375837;"=""-4.13"""
41.04599532;29.66411575;"=""-5.23"""
41.04599532;29.66447314;"=""-6.37"""
41.04599532;29.66483052;"=""-7.51"""
41.04599532;29.66518791;"=""-8.65"""
41.04599532;29.66554530;"=""-9.78"""
41.04599532;29.66590268;"=""-10.86"""
41.04599532;29.66626007;"=""-11.85"""
41.04599532;29.66661745;"=""-12.73"""
41.04599532;29.66697484;"=""-13.46"""
41.04599532;29.66733222;"=""-14.08"""
41.04599532;29.66768961;"=""-14.61"""
41.04599532;29.66804699;"=""-15.06"""
41.04599532;29.66840438;"=""-15.37"""
41.04599532;29.66876177;"=""-15.52"""
41.04599532;29.66911915;"=""-15.51"""
41.04599532;29.66947654;"=""-15.39"""
41.04599532;29.66983392;"=""-15.24"""
41.04599532;29.67019131;"=""-15.10"""
41.04599532;29.67054869;"=""-14.97"""
41.04599532;29.67090608;"=""-14.89"""
41.04599532;29.67126346;"=""-14.93"""
41.04599532;29.67162085;"=""-15.17"""
41.04599532;29.67197824;"=""-15.60"""
41.04599532;29.67233562;"=""-16.14"""
41.04599532;29.67269301;"=""-16.62"""
41.04599532;29.67305039;"=""-16.91"""
41.04599532;29.67340778;"=""-16.88"""
41.04599532;29.67376516;"=""-16.51"""
41.04599532;29.67412255;"=""-15.84"""
41.04599532;29.67447993;"=""-14.99"""
41.04599532;29.67483732;"=""-14.07"""
41.04599532;29.67519471;"=""-13.16"""
41.04599532;29.67555209;"=""-12.32"""
41.04599532;29.67590948;"=""-11.57"""
41.04599532;29.67626686;"=""-10.89"""
41.04599532;29.67662425;"=""-10.26"""
41.04599532;29.67698163;"=""-9.58"""
41.04599532;29.67733902;"=""-8.76"""
41.04599532;29.67769641;"=""-7.69"""
41.04599532;29.67805379;"=""-6.37"""
41.04599532;29.67841118;"=""-4.87"""
41.04599532;29.67876856;"=""-3.40"""
41.04599532;29.67912595;"=""-2.19"""
41.04599532;29.67948333;"=""-1.50"""
41.04572583;29.65410896;"=""-8.65"""
41.04572583;29.65446634;"=""-8.57"""
41.04572583;29.65482373;"=""-8.40"""
41.04572583;29.65518111;"=""-8.13"""
41.04572583;29.65553850;"=""-7.78"""
41.04572583;29.65589588;"=""-7.40"""
41.04572583;29.65625327;"=""-7.05"""
41.04572583;29.65661066;"=""-6.83"""
41.04572583;29.65696804;"=""-6.80"""
41.04572583;29.65732543;"=""-7.01"""
41.04572583;29.65768281;"=""-7.43"""
41.04572583;29.65804020;"=""-7.96"""
41.04572583;29.65839758;"=""-8.48"""
41.04572583;29.65875497;"=""-8.82"""
41.04572583;29.65911235;"=""-8.84"""
41.04572583;29.65946974;"=""-8.42"""
41.04572583;29.65982713;"=""-7.58"""
41.04572583;29.66018451;"=""-6.42"""
41.04572583;29.66054190;"=""-5.12"""
41.04572583;29.66089928;"=""-3.84"""
41.04572583;29.66125667;"=""-2.73"""
41.04572583;29.66161405;"=""-1.89"""
41.04572583;29.66197144;"=""-1.40"""
41.04572583;29.66232882;"=""-1.34"""
41.04572583;29.66268621;"=""-1.71"""
41.04572583;29.66304360;"=""-2.46"""
41.04572583;29.66340098;"=""-3.48"""
41.04572583;29.66375837;"=""-4.62"""
41.04572583;29.66411575;"=""-5.81"""
41.04572583;29.66447314;"=""-6.97"""
41.04572583;29.66483052;"=""-8.08"""
41.04572583;29.66518791;"=""-9.13"""
41.04572583;29.66554530;"=""-10.11"""
41.04572583;29.66590268;"=""-11.02"""
41.04572583;29.66626007;"=""-11.82"""
41.04572583;29.66661745;"=""-12.50"""
41.04572583;29.66697484;"=""-13.05"""
41.04572583;29.66733222;"=""-13.50"""
41.04572583;29.66768961;"=""-13.85"""
41.04572583;29.66804699;"=""-14.11"""
41.04572583;29.66840438;"=""-14.24"""
41.04572583;29.66876177;"=""-14.25"""
41.04572583;29.66911915;"=""-14.15"""
41.04572583;29.66947654;"=""-14.02"""
41.04572583;29.66983392;"=""-13.93"""
41.04572583;29.67019131;"=""-13.89"""
41.04572583;29.67054869;"=""-13.91"""
41.04572583;29.67090608;"=""-13.98"""
41.04572583;29.67126346;"=""-14.15"""
41.04572583;29.67162085;"=""-14.46"""
41.04572583;29.67197824;"=""-14.91"""
41.04572583;29.67233562;"=""-15.39"""
41.04572583;29.67269301;"=""-15.78"""
41.04572583;29.67305039;"=""-15.96"""
41.04572583;29.67340778;"=""-15.87"""
41.04572583;29.67376516;"=""-15.48"""
41.04572583;29.67412255;"=""-14.85"""
41.04572583;29.67447993;"=""-14.05"""
41.04572583;29.67483732;"=""-13.17"""
41.04572583;29.67519471;"=""-12.28"""
41.04572583;29.67555209;"=""-11.44"""
41.04572583;29.67590948;"=""-10.70"""
41.04572583;29.67626686;"=""-10.05"""
41.04572583;29.67662425;"=""-9.46"""
41.04572583;29.67698163;"=""-8.83"""
41.04572583;29.67733902;"=""-8.05"""
41.04572583;29.67769641;"=""-6.98"""
41.04572583;29.67805379;"=""-5.60"""
41.04572583;29.67841118;"=""-4.01"""
41.04572583;29.67876856;"=""-2.42"""
41.04572583;29.67912595;"=""-1.11"""
41.04572583;29.67948333;"=""-0.37"""
41.04545633;29.65410896;"=""-10.50"""
41.04545633;29.65446634;"=""-10.34"""
41.04545633;29.65482373;"=""-10.02"""
41.04545633;29.65518111;"=""-9.58"""
41.04545633;29.65553850;"=""-9.07"""
41.04545633;29.65589588;"=""-8.54"""
41.04545633;29.65625327;"=""-8.09"""
41.04545633;29.65661066;"=""-7.82"""
41.04545633;29.65696804;"=""-7.78"""
41.04545633;29.65732543;"=""-7.99"""
41.04545633;29.65768281;"=""-8.39"""
41.04545633;29.65804020;"=""-8.90"""
41.04545633;29.65839758;"=""-9.37"""
41.04545633;29.65875497;"=""-9.65"""
41.04545633;29.65911235;"=""-9.59"""
41.04545633;29.65946974;"=""-9.10"""
41.04545633;29.65982713;"=""-8.20"""
41.04545633;29.66018451;"=""-7.01"""
41.04545633;29.66054190;"=""-5.71"""
